id,imo,from,fromEta,fromEtaTimestamp,fromEts,fromEtsTimestamp,to,toEta,toEtaTimestamp,toEts,toEtsTimestamp,hoursBetweenFromEtsAndtoEtaDepDest,atSea,inAnchorageBeforeEnteringDeparture,inDeparturePort,inDepartureBerth,inAnchorageLeavingDeparture,transitAnchorageTime,inAnchorageBeforeEnteringDestinationPort,inDestinationPort,inDestinationBerth,portPolygonsVisited,berthPolygonsVisited,anchoragePolygonsVisited,destinationComponent,query,approved,approvedBy,approvedDateTime,metricScore,pathScore,disapproved,disapprovedBy,disapprovedDateTime,duplicatedId
IMO{'7228467'}-MTMLA-2018-05-02MTMAR-2018-05-04,7228467,MTMLA,1525247862000,2018-05-02T07:57:42Z,1525476628000,2018-05-04T23:30:28Z,MTMAR,1525476628000,2018-05-04T23:30:28Z,1525743978000,2018-05-08T01:46:18Z,0,0,0,63,0,0,0,56,17,0,2,0,1,Anchorage,7228467 AND positionreceived:>=1525247862000 AND positionreceived:<=1525679942000,0,,,0.6586005884686507,1,0,,,
IMO{'7228467'}-MTMLA-2018-05-09MTMAR-2018-05-10,7228467,MTMLA,1525852703000,2018-05-09T07:58:23Z,1525938704000,2018-05-10T07:51:44Z,MTMAR,1525967525000,2018-05-10T15:52:05Z,1526270430000,2018-05-14T04:00:30Z,8,8,0,23,0,0,0,72,12,0,2,0,1,Anchorage,7228467 AND positionreceived:>=1525852703000 AND positionreceived:<=1526226950000,0,,,0.5626552830458622,1,0,,,
IMO{'7228467'}-MTMLA-2018-05-14MTMAR-2018-05-14,7228467,MTMLA,1526270430000,2018-05-14T04:00:30Z,1526313323000,2018-05-14T15:55:23Z,MTMAR,1526313323000,2018-05-14T15:55:23Z,1526370680000,2018-05-15T07:51:20Z,0,0,0,11,0,0,0,0,0,15,1,1,0,Berth,7228467 AND positionreceived:>=1526270430000 AND positionreceived:<=1526370680000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-05-15MTMAR-2018-05-15,7228467,MTMLA,1526370680000,2018-05-15T07:51:20Z,1526387246000,2018-05-15T12:27:26Z,MTMAR,1526428616000,2018-05-15T23:56:56Z,1526457230000,2018-05-16T07:53:50Z,11,11,0,4,0,0,0,0,0,7,1,1,0,Berth,7228467 AND positionreceived:>=1526370680000 AND positionreceived:<=1526457230000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-05-16MTMLA-2018-05-19,7228467,MTMLA,1526486023000,2018-05-16T15:53:43Z,1526529535000,2018-05-17T03:58:55Z,MTMLA,1526701044000,2018-05-19T03:37:24Z,1527003223000,2018-05-22T15:33:43Z,47,29,0,12,0,0,18,0,83,0,2,0,1,Port,7228467 AND positionreceived:>=1526486023000 AND positionreceived:<=1527003223000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-05-19MTMLA-2018-05-24,7228467,MTMLA,1526701044000,2018-05-19T03:37:24Z,1527003223000,2018-05-22T15:33:43Z,MTMLA,1527176403000,2018-05-24T15:40:03Z,1527234841000,2018-05-25T07:54:01Z,48,8,0,83,0,0,40,0,16,0,2,0,1,Port,7228467 AND positionreceived:>=1526701044000 AND positionreceived:<=1527234841000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-05-24MTMAR-2018-05-25,7228467,MTMLA,1527176403000,2018-05-24T15:40:03Z,1527234841000,2018-05-25T07:54:01Z,MTMAR,1527291841000,2018-05-25T23:44:01Z,1527478948000,2018-05-28T03:42:28Z,15,15,0,16,0,0,0,29,22,0,2,0,1,Anchorage,7228467 AND positionreceived:>=1527176403000 AND positionreceived:<=1527397065000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-05-28MTMAR-2018-05-31,7228467,MTMLA,1527551949000,2018-05-28T23:59:09Z,1527695896000,2018-05-30T15:58:16Z,MTMAR,1527739055000,2018-05-31T03:57:35Z,1527825468000,2018-06-01T03:57:48Z,11,11,0,39,0,0,0,0,0,24,1,1,0,Berth,7228467 AND positionreceived:>=1527551949000 AND positionreceived:<=1527825468000,0,,,0.17083439977121836,1,0,,,
IMO{'7228467'}-MTMLA-2018-05-28MTMLA-2018-05-28,7228467,MTMLA,1527478948000,2018-05-28T03:42:28Z,1527522272000,2018-05-28T15:44:32Z,MTMLA,1527551949000,2018-05-28T23:59:09Z,1527695896000,2018-05-30T15:58:16Z,8,0,0,12,0,0,8,0,39,0,2,0,1,Port,7228467 AND positionreceived:>=1527478948000 AND positionreceived:<=1527695896000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-06-03MTMLA-2018-06-05,7228467,MTMLA,1528041428000,2018-06-03T15:57:08Z,1528123025000,2018-06-04T14:37:05Z,MTMLA,1528242933000,2018-06-05T23:55:33Z,1528300226000,2018-06-06T15:50:26Z,33,8,0,22,0,0,25,0,15,0,2,0,1,Port,7228467 AND positionreceived:>=1528041428000 AND positionreceived:<=1528300226000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-06-05MTMLA-2018-06-06,7228467,MTMLA,1528242933000,2018-06-05T23:55:33Z,1528300226000,2018-06-06T15:50:26Z,MTMLA,1528328353000,2018-06-06T23:39:13Z,1528559733000,2018-06-09T15:55:33Z,7,0,0,15,0,0,7,0,64,0,2,0,1,Port,7228467 AND positionreceived:>=1528242933000 AND positionreceived:<=1528559733000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-06-06MTMAR-2018-06-09,7228467,MTMLA,1528328353000,2018-06-06T23:39:13Z,1528559733000,2018-06-09T15:55:33Z,MTMAR,1528559733000,2018-06-09T15:55:33Z,1528698565000,2018-06-11T06:29:25Z,0,0,0,64,0,0,0,23,14,0,2,0,1,Anchorage,7228467 AND positionreceived:>=1528328353000 AND positionreceived:<=1528644972000,0,,,0.3805521076869565,1,0,,,
IMO{'7228467'}-MTMLA-2018-06-11MTMLA-2018-06-12,7228467,MTMLA,1528698565000,2018-06-11T06:29:25Z,1528732798000,2018-06-11T15:59:58Z,MTMLA,1528847606000,2018-06-12T23:53:26Z,1528905431000,2018-06-13T15:57:11Z,31,15,0,9,0,0,15,0,16,0,2,0,1,Port,7228467 AND positionreceived:>=1528698565000 AND positionreceived:<=1528905431000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-06-12MTMLA-2018-06-14,7228467,MTMLA,1528847606000,2018-06-12T23:53:26Z,1528905431000,2018-06-13T15:57:11Z,MTMLA,1528947677000,2018-06-14T03:41:17Z,1529120953000,2018-06-16T03:49:13Z,11,0,0,16,0,0,11,0,48,0,2,0,1,Port,7228467 AND positionreceived:>=1528847606000 AND positionreceived:<=1529120953000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-06-14MTMLA-2018-06-18,7228467,MTMLA,1528947677000,2018-06-14T03:41:17Z,1529120953000,2018-06-16T03:49:13Z,MTMLA,1529336105000,2018-06-18T15:35:05Z,1529394359000,2018-06-19T07:45:59Z,59,0,0,48,0,0,59,0,16,0,2,0,1,Port,7228467 AND positionreceived:>=1528947677000 AND positionreceived:<=1529394359000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-06-18MTMLA-2018-06-20,7228467,MTMLA,1529336105000,2018-06-18T15:35:05Z,1529394359000,2018-06-19T07:45:59Z,MTMLA,1529538880000,2018-06-20T23:54:40Z,1529595809000,2018-06-21T15:43:29Z,40,0,0,16,0,0,40,0,15,0,2,0,1,Port,7228467 AND positionreceived:>=1529336105000 AND positionreceived:<=1529595809000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-06-20MTMLA-2018-06-21,7228467,MTMLA,1529538880000,2018-06-20T23:54:40Z,1529595809000,2018-06-21T15:43:29Z,MTMLA,1529624361000,2018-06-21T23:39:21Z,1529704167000,2018-06-22T21:49:27Z,7,0,0,15,0,0,7,0,22,0,2,0,1,Port,7228467 AND positionreceived:>=1529538880000 AND positionreceived:<=1529704167000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-06-21MTMLA-2018-06-24,7228467,MTMLA,1529624361000,2018-06-21T23:39:21Z,1529704167000,2018-06-22T21:49:27Z,MTMLA,1529855697000,2018-06-24T15:54:57Z,1530085635000,2018-06-27T07:47:15Z,42,0,0,22,0,0,42,0,63,0,2,0,1,Port,7228467 AND positionreceived:>=1529624361000 AND positionreceived:<=1530085635000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-06-24MTMLA-2018-06-27,7228467,MTMLA,1529855697000,2018-06-24T15:54:57Z,1530085635000,2018-06-27T07:47:15Z,MTMLA,1530113659000,2018-06-27T15:34:19Z,1530258995000,2018-06-29T07:56:35Z,7,0,0,63,0,0,7,0,40,0,2,0,1,Port,7228467 AND positionreceived:>=1529855697000 AND positionreceived:<=1530258995000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-06-27MTMLA-2018-07-01,7228467,MTMLA,1530113659000,2018-06-27T15:34:19Z,1530258995000,2018-06-29T07:56:35Z,MTMLA,1530488396000,2018-07-01T23:39:56Z,1530748431000,2018-07-04T23:53:51Z,63,7,0,0,40,0,55,0,72,0,1,1,1,Port,7228467 AND positionreceived:>=1530113659000 AND positionreceived:<=1530748431000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-07-01MTMLA-2018-07-06,7228467,MTMLA,1530488396000,2018-07-01T23:39:56Z,1530748431000,2018-07-04T23:53:51Z,MTMLA,1530863910000,2018-07-06T07:58:30Z,1530950331000,2018-07-07T07:58:51Z,32,0,0,72,0,0,32,0,24,0,2,0,1,Port,7228467 AND positionreceived:>=1530488396000 AND positionreceived:<=1530950331000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-07-06MTMLA-2018-07-09,7228467,MTMLA,1530863910000,2018-07-06T07:58:30Z,1530950331000,2018-07-07T07:58:51Z,MTMLA,1531150730000,2018-07-09T15:38:50Z,1531237530000,2018-07-10T15:45:30Z,55,0,0,24,0,0,55,0,24,0,2,0,1,Port,7228467 AND positionreceived:>=1530863910000 AND positionreceived:<=1531237530000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-07-09MTMLA-2018-07-11,7228467,MTMLA,1531150730000,2018-07-09T15:38:50Z,1531237530000,2018-07-10T15:45:30Z,MTMLA,1531280174000,2018-07-11T03:36:14Z,1531382362000,2018-07-12T07:59:22Z,11,0,0,24,0,0,11,0,28,0,2,0,1,Port,7228467 AND positionreceived:>=1531150730000 AND positionreceived:<=1531382362000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-07-11MTMAR-2018-07-12,7228467,MTMLA,1531280174000,2018-07-11T03:36:14Z,1531382362000,2018-07-12T07:59:22Z,MTMAR,1531410836000,2018-07-12T15:53:56Z,1531583681000,2018-07-14T15:54:41Z,7,7,0,28,0,0,0,36,11,0,2,0,1,Anchorage,7228467 AND positionreceived:>=1531280174000 AND positionreceived:<=1531540614000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-07-16MTMLA-2018-07-17,7228467,MTMLA,1531727984000,2018-07-16T07:59:44Z,1531785448000,2018-07-16T23:57:28Z,MTMLA,1531842537000,2018-07-17T15:48:57Z,1531871910000,2018-07-17T23:58:30Z,15,0,0,15,0,0,15,0,8,0,2,0,1,Port,7228467 AND positionreceived:>=1531727984000 AND positionreceived:<=1531871910000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-07-17MTMLA-2018-07-18,7228467,MTMLA,1531842537000,2018-07-17T15:48:57Z,1531871910000,2018-07-17T23:58:30Z,MTMLA,1531957838000,2018-07-18T23:50:38Z,1531986877000,2018-07-19T07:54:37Z,23,0,0,8,0,0,23,0,8,0,2,0,1,Port,7228467 AND positionreceived:>=1531842537000 AND positionreceived:<=1531986877000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-07-18MTMLA-2018-07-21,7228467,MTMLA,1531957838000,2018-07-18T23:50:38Z,1531986877000,2018-07-19T07:54:37Z,MTMLA,1532187564000,2018-07-21T15:39:24Z,1532217563000,2018-07-21T23:59:23Z,55,38,0,8,0,0,16,0,8,0,2,0,1,Port,7228467 AND positionreceived:>=1531957838000 AND positionreceived:<=1532217563000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-07-21MTMLA-2018-07-23,7228467,MTMLA,1532187564000,2018-07-21T15:39:24Z,1532217563000,2018-07-21T23:59:23Z,MTMLA,1532389503000,2018-07-23T23:45:03Z,1532677888000,2018-07-27T07:51:28Z,47,7,0,8,0,0,40,0,80,0,2,0,1,Port,7228467 AND positionreceived:>=1532187564000 AND positionreceived:<=1532677888000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-07-23MTMLA-2018-07-29,7228467,MTMLA,1532389503000,2018-07-23T23:45:03Z,1532677888000,2018-07-27T07:51:28Z,MTMLA,1532850882000,2018-07-29T07:54:42Z,1532965965000,2018-07-30T15:52:45Z,48,0,0,80,0,0,48,0,31,0,2,0,1,Port,7228467 AND positionreceived:>=1532389503000 AND positionreceived:<=1532965965000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-07-29MTMAR-2018-07-31,7228467,MTMLA,1532850882000,2018-07-29T07:54:42Z,1532965965000,2018-07-30T15:52:45Z,MTMAR,1533011523000,2018-07-31T04:32:03Z,1533225061000,2018-08-02T15:51:01Z,12,12,0,31,0,0,0,51,7,0,2,0,1,Anchorage,7228467 AND positionreceived:>=1532850882000 AND positionreceived:<=1533196451000,0,,,0.6504826306598983,1,0,,,
IMO{'7228467'}-MTMLA-2018-08-02MTMLA-2018-08-03,7228467,MTMLA,1533225061000,2018-08-02T15:51:01Z,1533254377000,2018-08-02T23:59:37Z,MTMLA,1533283191000,2018-08-03T07:59:51Z,1533340555000,2018-08-03T23:55:55Z,8,0,0,8,0,0,8,0,15,0,2,0,1,Port,7228467 AND positionreceived:>=1533225061000 AND positionreceived:<=1533340555000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-08-03MTMLA-2018-08-04,7228467,MTMLA,1533283191000,2018-08-03T07:59:51Z,1533340555000,2018-08-03T23:55:55Z,MTMLA,1533397761000,2018-08-04T15:49:21Z,1533483115000,2018-08-05T15:31:55Z,15,0,0,15,0,0,15,0,23,0,2,0,1,Port,7228467 AND positionreceived:>=1533283191000 AND positionreceived:<=1533483115000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-08-04MTMLA-2018-08-09,7228467,MTMLA,1533397761000,2018-08-04T15:49:21Z,1533483115000,2018-08-05T15:31:55Z,MTMLA,1533786895000,2018-08-09T03:54:55Z,1533829577000,2018-08-09T15:46:17Z,84,0,0,23,0,0,84,0,11,0,2,0,1,Port,7228467 AND positionreceived:>=1533397761000 AND positionreceived:<=1533829577000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-08-09MTMLA-2018-08-10,7228467,MTMLA,1533786895000,2018-08-09T03:54:55Z,1533829577000,2018-08-09T15:46:17Z,MTMLA,1533916556000,2018-08-10T15:55:56Z,1533944613000,2018-08-10T23:43:33Z,24,16,0,11,0,0,8,0,7,0,2,0,1,Port,7228467 AND positionreceived:>=1533786895000 AND positionreceived:<=1533944613000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-08-10MTMLA-2018-08-11,7228467,MTMLA,1533916556000,2018-08-10T15:55:56Z,1533944613000,2018-08-10T23:43:33Z,MTMLA,1534002277000,2018-08-11T15:44:37Z,1534204670000,2018-08-13T23:57:50Z,16,7,0,7,0,0,8,0,56,0,2,0,1,Port,7228467 AND positionreceived:>=1533916556000 AND positionreceived:<=1534204670000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-08-11MTMLA-2018-08-16,7228467,MTMLA,1534002277000,2018-08-11T15:44:37Z,1534204670000,2018-08-13T23:57:50Z,MTMLA,1534405213000,2018-08-16T07:40:13Z,1534434494000,2018-08-16T15:48:14Z,55,7,0,56,0,0,47,0,8,0,2,0,1,Port,7228467 AND positionreceived:>=1534002277000 AND positionreceived:<=1534434494000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-08-16MTMLA-2018-08-18,7228467,MTMLA,1534405213000,2018-08-16T07:40:13Z,1534434494000,2018-08-16T15:48:14Z,MTMLA,1534564351000,2018-08-18T03:52:31Z,1534607652000,2018-08-18T15:54:12Z,36,0,0,8,0,0,36,0,12,0,2,0,1,Port,7228467 AND positionreceived:>=1534405213000 AND positionreceived:<=1534607652000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-08-18MTMAR-2018-08-18,7228467,MTMLA,1534564351000,2018-08-18T03:52:31Z,1534607652000,2018-08-18T15:54:12Z,MTMAR,1534607652000,2018-08-18T15:54:12Z,1534650573000,2018-08-19T03:49:33Z,0,0,0,12,0,0,0,7,4,0,2,0,1,Anchorage,7228467 AND positionreceived:>=1534564351000 AND positionreceived:<=1534636031000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-08-19MTMAR-2018-08-19,7228467,MTMLA,1534650573000,2018-08-19T03:49:33Z,1534722669000,2018-08-19T23:51:09Z,MTMAR,1534722669000,2018-08-19T23:51:09Z,1534780791000,2018-08-20T15:59:51Z,0,0,0,20,0,0,0,7,8,0,2,0,1,Anchorage,7228467 AND positionreceived:>=1534650573000 AND positionreceived:<=1534750570000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-08-20MTMAR-2018-08-21,7228467,MTMLA,1534780791000,2018-08-20T15:59:51Z,1534837537000,2018-08-21T07:45:37Z,MTMAR,1534837537000,2018-08-21T07:45:37Z,1534866987000,2018-08-21T15:56:27Z,0,0,0,0,0,0,0,0,8,0,1,0,0,Port,7228467 AND positionreceived:>=1534780791000 AND positionreceived:<=1534866987000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-08-24MTMLA-2018-08-25,7228467,MTMLA,1535081990000,2018-08-24T03:39:50Z,1535125905000,2018-08-24T15:51:45Z,MTMLA,1535240339000,2018-08-25T23:38:59Z,1535493844000,2018-08-28T22:04:04Z,31,0,0,12,0,0,31,0,70,0,2,0,1,Port,7228467 AND positionreceived:>=1535081990000 AND positionreceived:<=1535493844000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-08-25MTMLA-2018-08-29,7228467,MTMLA,1535240339000,2018-08-25T23:38:59Z,1535493844000,2018-08-28T22:04:04Z,MTMLA,1535557053000,2018-08-29T15:37:33Z,1535586235000,2018-08-29T23:43:55Z,17,9,0,70,0,0,8,0,8,0,2,0,1,Port,7228467 AND positionreceived:>=1535240339000 AND positionreceived:<=1535586235000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-08-29MTMLA-2018-09-01,7228467,MTMLA,1535557053000,2018-08-29T15:37:33Z,1535586235000,2018-08-29T23:43:55Z,MTMLA,1535773997000,2018-09-01T03:53:17Z,1535817422000,2018-09-01T15:57:02Z,52,8,0,8,0,0,44,0,12,0,2,0,1,Port,7228467 AND positionreceived:>=1535557053000 AND positionreceived:<=1535817422000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-09-01MTMLA-2018-09-02,7228467,MTMLA,1535773997000,2018-09-01T03:53:17Z,1535817422000,2018-09-01T15:57:02Z,MTMLA,1535859443000,2018-09-02T03:37:23Z,1535903741000,2018-09-02T15:55:41Z,11,0,0,12,0,0,11,0,12,0,2,0,1,Port,7228467 AND positionreceived:>=1535773997000 AND positionreceived:<=1535903741000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-09-02MTMLA-2018-09-03,7228467,MTMLA,1535859443000,2018-09-02T03:37:23Z,1535903741000,2018-09-02T15:55:41Z,MTMLA,1535946471000,2018-09-03T03:47:51Z,1535990220000,2018-09-03T15:57Z,11,0,0,12,0,0,11,0,12,0,2,0,1,Port,7228467 AND positionreceived:>=1535859443000 AND positionreceived:<=1535990220000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-09-03MTMLA-2018-09-03,7228467,MTMLA,1535946471000,2018-09-03T03:47:51Z,1535990220000,2018-09-03T15:57Z,MTMLA,1536019065000,2018-09-03T23:57:45Z,1536162914000,2018-09-05T15:55:14Z,8,8,0,0,0,0,0,0,39,0,1,0,0,Port,7228467 AND positionreceived:>=1535946471000 AND positionreceived:<=1536162914000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-09-03MTMLA-2018-09-07,7228467,MTMLA,1536019065000,2018-09-03T23:57:45Z,1536162914000,2018-09-05T15:55:14Z,MTMLA,1536334752000,2018-09-07T15:39:12Z,1536421695000,2018-09-08T15:48:15Z,47,11,0,39,0,0,35,0,24,0,2,0,1,Port,7228467 AND positionreceived:>=1536019065000 AND positionreceived:<=1536421695000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-09-07MTMAR-2018-09-08,7228467,MTMLA,1536334752000,2018-09-07T15:39:12Z,1536421695000,2018-09-08T15:48:15Z,MTMAR,1536421695000,2018-09-08T15:48:15Z,1536566182000,2018-09-10T07:56:22Z,0,0,0,24,0,0,0,32,8,0,2,0,1,Anchorage,7228467 AND positionreceived:>=1536334752000 AND positionreceived:<=1536536996000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-09-10MTMAR-2018-09-12,7228467,MTMLA,1536566182000,2018-09-10T07:56:22Z,1536756782000,2018-09-12T12:53:02Z,MTMAR,1536783433000,2018-09-12T20:17:13Z,1536940135000,2018-09-14T15:48:55Z,7,29,0,52,0,0,0,11,9,0,2,0,1,Anchorage,7228467 AND positionreceived:>=1536566182000 AND positionreceived:<=1536823230000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-09-14MTMLA-2018-09-19,7228467,MTMLA,1536940135000,2018-09-14T15:48:55Z,1536996797000,2018-09-15T07:33:17Z,MTMLA,1537400565000,2018-09-19T23:42:45Z,1537449128000,2018-09-20T13:12:08Z,112,7,0,15,0,0,104,0,13,0,2,0,1,Port,7228467 AND positionreceived:>=1536940135000 AND positionreceived:<=1537449128000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-09-19MTMAR-2018-09-20,7228467,MTMLA,1537400565000,2018-09-19T23:42:45Z,1537449128000,2018-09-20T13:12:08Z,MTMAR,1537449128000,2018-09-20T13:12:08Z,1537502450000,2018-09-21T04:00:50Z,0,0,0,13,0,0,0,0,0,14,1,1,0,Berth,7228467 AND positionreceived:>=1537400565000 AND positionreceived:<=1537502450000,0,,,,,0,,,
IMO{'7228467'}-MTMLA-2018-09-21,7228467,MTMLA,1537502450000,2018-09-21T04:00:50Z,1537803491000,2018-09-24T15:38:11Z,,,,,,0,0,0,83,0,0,0,0,0,0,1,0,0,No destination,,0,,,,,0,,,
IMO{'7230666'}-IRBND-2018-04-24PKBQM-2018-05-03,7230666,IRBND,1524585189000,2018-04-24T15:53:09Z,1524844554000,2018-04-27T15:55:54Z,PKBQM,1525362843000,2018-05-03T15:54:03Z,1525489243000,2018-05-05T03:00:43Z,143,68,0,0,72,0,74,0,35,0,1,1,2,Port,7230666 AND positionreceived:>=1524585189000 AND positionreceived:<=1525489243000,0,,,0.8261297519311656,1,0,,,
IMO{'7230666'}-PKBQM-2017-12-30PKKHI-2018-01-10,7230666,PKBQM,1514649050000,2017-12-30T15:50:50Z,1515470459000,2018-01-09T04:00:59Z,PKKHI,1515597184000,2018-01-10T15:13:04Z,1516031973000,2018-01-15T15:59:33Z,35,35,0,228,0,0,0,112,8,0,2,0,1,Anchorage,7230666 AND positionreceived:>=1514649050000 AND positionreceived:<=1516002633000,0,,,0.5609599593109189,1,0,,,
IMO{'7230666'}-PKBQM-2018-01-15PKBQM-2018-03-20,7230666,PKBQM,1516031973000,2018-01-15T15:59:33Z,1516191698000,2018-01-17T12:21:38Z,PKBQM,1521561306000,2018-03-20T15:55:06Z,1521684827000,2018-03-22T02:13:47Z,1491,1086,0,44,0,0,400,0,34,0,2,0,5,Port,7230666 AND positionreceived:>=1516031973000 AND positionreceived:<=1521684827000,0,,,,,0,,,
IMO{'7230666'}-PKBQM-2018-03-20PKBQM-2018-04-14,7230666,PKBQM,1521561306000,2018-03-20T15:55:06Z,1521684827000,2018-03-22T02:13:47Z,PKBQM,1523749904000,2018-04-14T23:51:44Z,1523894136000,2018-04-16T15:55:36Z,573,271,0,34,0,0,299,0,40,0,2,0,3,Port,7230666 AND positionreceived:>=1521561306000 AND positionreceived:<=1523894136000,0,,,,,0,,,
IMO{'7230666'}-PKBQM-2018-04-14IRBND-2018-04-21,7230666,PKBQM,1523749904000,2018-04-14T23:51:44Z,1523894136000,2018-04-16T15:55:36Z,IRBND,1524326272000,2018-04-21T15:57:52Z,1524844554000,2018-04-27T15:55:54Z,120,103,0,40,0,0,16,71,72,0,2,0,2,Anchorage,7230666 AND positionreceived:>=1523749904000 AND positionreceived:<=1524585189000,0,,,0.8516811497145259,1,0,,,
IMO{'7230666'}-PKBQM-2018-05-03PKBQM-2018-05-07,7230666,PKBQM,1525362843000,2018-05-03T15:54:03Z,1525489243000,2018-05-05T03:00:43Z,PKBQM,1525707255000,2018-05-07T15:34:15Z,1525746541000,2018-05-08T02:29:01Z,60,33,0,35,0,0,25,0,10,0,2,0,1,Port,7230666 AND positionreceived:>=1525362843000 AND positionreceived:<=1525746541000,0,,,,,0,,,
IMO{'7230666'}-PKBQM-2018-05-07PKKHI-2018-09-06,7230666,PKBQM,1525707255000,2018-05-07T15:34:15Z,1525746541000,2018-05-08T02:29:01Z,PKKHI,1536275967000,2018-09-06T23:19:27Z,1536589433000,2018-09-10T14:23:53Z,2924,2164,0,10,0,0,759,56,31,0,2,0,3,Anchorage,7230666 AND positionreceived:>=1525707255000 AND positionreceived:<=1536477789000,0,,,0.15023689273240176,0.6800000000000002,0,,,
IMO{'7230666'}-PKBQM-2018-09-10,7230666,PKBQM,1536589433000,2018-09-10T14:23:53Z,1536809767000,2018-09-13T03:36:07Z,,,,,,0,148,0,61,0,0,0,0,0,0,1,0,0,No destination,,0,,,,,0,,,
IMO{'7230666'}-PKKHI-2017-12-23PKBQM-2017-12-30,7230666,PKKHI,1514033192000,2017-12-23T12:46:32Z,1514649050000,2017-12-30T15:50:50Z,PKBQM,1514649050000,2017-12-30T15:50:50Z,1515470459000,2018-01-09T04:00:59Z,0,0,0,0,0,228,0,0,228,0,1,0,1,Port,7230666 AND positionreceived:>=1514033192000 AND positionreceived:<=1515470459000,0,,,0.9481071226619194,1,0,,,
IMO{'7230666'}-PKKHI-2018-01-15PKBQM-2018-01-15,7230666,PKKHI,1516002633000,2018-01-15T07:50:33Z,1516031973000,2018-01-15T15:59:33Z,PKBQM,1516031973000,2018-01-15T15:59:33Z,1516191698000,2018-01-17T12:21:38Z,0,0,0,0,0,0,0,0,44,0,1,0,0,Port,7230666 AND positionreceived:>=1516002633000 AND positionreceived:<=1516191698000,0,,,,,0,,,
IMO{'7230666'}-PKKHI-2018-09-09PKBQM-2018-09-10,7230666,PKKHI,1536477789000,2018-09-09T07:23:09Z,1536589433000,2018-09-10T14:23:53Z,PKBQM,1536589433000,2018-09-10T14:23:53Z,1536809767000,2018-09-13T03:36:07Z,0,0,0,0,0,0,0,0,61,0,1,0,0,Port,7230666 AND positionreceived:>=1536477789000 AND positionreceived:<=1536809767000,0,,,0.7052914453385758,1,0,,,
IMO{'7301996'}-IDGRE-2018-09-09IDSUB-2018-09-11,7301996,IDGRE,1536536315000,2018-09-09T23:38:35Z,1536681189000,2018-09-11T15:53:09Z,IDSUB,1536692840000,2018-09-11T19:07:20Z,1536853149000,2018-09-13T15:39:09Z,3,3,0,0,0,44,0,0,44,0,1,0,1,Port,7301996 AND positionreceived:>=1536536315000 AND positionreceived:<=1536853149000,0,,,0.9947646113106078,1,0,,,
